#{"t_start": 1790417062.4237332, "env_id": "None"}
r,l,t,seed,entry_tick,policy_ticks,target_index,us_block_scores,us_block_score_events,them_block_score_events,target_block_offs,unowned_block_offs,us_drops,attribution_ambiguous,done_reason,faults,score_us,score_them
-0.460352,251,204.860023,1288,165,251,0,0,0,0,1,1,0,False,,0,0,0
-0.005966,700,205.490295,1289,172,700,0,0,0,1,0,0,0,False,,0,1,3
-1.0035,35,205.600522,1290,164,35,0,0,0,0,0,0,1,False,,0,0,1
-1.010962,97,205.739989,1291,163,97,0,0,0,0,0,0,1,False,,0,2,0
-0.2243,2243,208.528783,1292,157,2243,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,13,0
-0.164068,2235,211.261851,1293,165,2235,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,9,3
-1.005141,52,211.365956,1294,163,52,0,0,0,0,0,0,1,False,,0,0,1
0.020881,440,212.808232,1295,168,440,0,0,0,1,0,0,0,False,,0,1,3
-1.0101,101,212.962786,1296,170,101,0,0,0,0,0,0,1,False,,0,1,1
-1.02178,237,213.221339,1297,159,237,0,0,0,0,0,0,1,False,,0,0,1
-0.16386,2221,216.118988,1298,179,2221,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,8,0
-1.0179,179,216.320688,1299,167,179,0,0,0,0,0,0,1,False,,0,0,1
-1.0074,74,216.441001,1300,157,74,0,0,0,0,0,0,1,False,,0,0,1
0.0,1,217.222136,1301,-1,0,-1,0,0,0,0,0,0,False,恢复次数超限 → 停车,0,0,14
-0.98183,110,217.37211,1302,160,110,0,0,0,0,0,0,1,False,,0,0,1
-1.0029,29,217.460124,1303,165,29,0,0,0,0,0,0,1,False,,0,0,1
-1.022945,280,217.731113,1304,167,280,0,0,0,0,0,0,1,False,,0,0,1
-1.0062,62,217.843442,1305,172,62,0,0,0,0,0,0,1,False,,0,0,1
-0.459173,230,218.086018,1306,177,230,0,0,0,0,1,1,0,False,,0,0,0
-0.456653,210,218.302707,1307,154,210,0,0,0,0,1,1,0,False,,0,0,0
-1.0025,25,218.378614,1308,155,25,0,0,0,0,0,0,1,False,,0,0,1
-1.016855,135,218.537882,1309,168,135,0,0,0,0,0,0,1,False,,0,0,1
-1.01473,109,219.684564,1310,164,109,0,0,0,0,0,0,1,False,,0,0,1
-1.007564,44,219.846821,1311,170,44,0,0,0,0,0,0,1,False,,0,2,0
-1.0425,425,220.231099,1312,165,425,0,0,0,0,0,0,1,False,,0,4,0
-0.449952,142,220.407777,1313,177,142,0,0,0,0,1,1,0,False,,0,0,0
-1.02137,182,220.606261,1314,156,182,0,0,0,0,0,0,1,False,,0,0,1
-1.019915,445,221.017134,1315,175,445,0,0,0,0,0,0,1,False,,0,1,1
0.0,1,221.828235,1316,-1,0,-1,0,0,0,0,0,0,False,恢复次数超限 → 停车,0,0,20
-0.176534,2219,224.352504,1317,181,2219,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,1,0
-0.162108,2237,227.050811,1318,163,2237,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,13,3
-1.010006,98,227.193596,1319,172,98,0,0,0,0,0,0,1,False,,0,0,1
-0.219835,2223,229.766911,1320,177,2223,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,11,3
-0.95915,141,230.909759,1321,166,141,0,0,0,0,0,0,1,False,,0,0,1
-1.0045,45,231.085805,1322,159,45,0,0,0,0,0,0,1,False,,0,0,1
-1.0297,297,231.360219,1323,167,297,0,0,0,0,0,0,1,False,,0,4,0
-1.0094,94,231.494406,1324,155,94,0,0,0,0,0,0,1,False,,0,0,1
-0.485261,499,231.93758,1325,164,499,0,0,0,0,1,1,0,False,,0,3,0
-1.0037,37,232.02474,1326,155,37,0,0,0,0,0,0,1,False,,0,0,1
-1.153008,1646,234.160073,1327,161,1646,0,0,0,0,0,0,1,False,,0,5,1
-1.019192,209,234.388326,1328,172,209,0,0,0,0,0,0,1,False,,0,0,1
-0.197681,2235,237.122372,1329,165,2235,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,0,0
-0.459579,241,237.381917,1330,177,241,0,0,0,0,1,1,0,False,,0,0,0
1.043011,210,237.619821,1331,177,210,0,1,1,0,0,0,0,False,,0,3,0
-1.0025,25,237.707113,1332,175,25,0,0,0,0,0,0,1,False,,0,0,1
0.0,1,238.394487,1333,-1,0,-1,0,0,0,0,0,0,False,恢复次数超限 → 停车,0,0,12
-1.005959,113,238.54247,1334,158,113,0,0,0,0,0,0,1,False,,0,0,1
-0.224658,2230,241.326338,1335,170,2230,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,9,0
-0.206152,2228,243.883891,1336,172,2228,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,1,3
-0.212899,2243,247.563384,1337,157,2243,0,0,0,0,0,1,0,False,比赛时间结束(手动模式),0,11,0
-0.03716,1000,248.412261,1338,160,1000,0,0,0,2,0,0,0,False,,0,5,6
-0.971586,165,248.604884,1339,170,165,0,0,0,1,0,0,1,False,,0,0,4
-1.025722,153,248.818393,1340,243,153,0,0,0,0,0,0,1,False,,0,0,4
-0.971848,304,249.111465,1341,157,304,0,0,0,1,0,0,1,False,,0,3,4
-0.991371,137,249.282006,1342,169,137,0,0,0,0,0,0,1,False,,0,0,1
-1.0208,208,250.392897,1343,157,208,0,0,0,0,0,0,1,False,,0,1,1
-0.45394,181,250.697613,1344,175,181,0,0,0,0,1,1,0,False,,0,0,0
1.051172,137,250.883127,1345,182,137,0,1,1,0,0,0,0,False,,0,3,0
0.018598,458,251.292706,1346,177,458,0,0,0,2,0,0,0,False,,0,3,6
-1.000447,124,251.450491,1347,177,124,0,0,0,0,0,0,1,False,,0,0,1
-0.173348,2232,254.021062,1348,168,2232,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,6,3
0.0,1,254.444989,1349,-1,0,-1,0,0,0,0,0,0,False,恢复次数超限 → 停车,0,0,4
-0.987374,334,254.755018,1350,181,334,0,0,0,1,0,0,1,False,,0,1,4
-1.002072,44,254.849934,1351,164,44,0,0,0,0,0,0,1,False,,0,0,1
-0.452915,176,255.057042,1352,165,176,0,0,0,0,1,1,0,False,,0,0,0
-1.0082,82,255.178906,1353,160,82,0,0,0,0,0,0,1,False,,0,0,1
1.057116,128,255.374206,1354,243,128,0,1,1,0,0,0,0,False,,0,3,3
-1.030241,297,256.45101,1355,165,297,0,0,0,0,0,0,1,False,,0,1,1
-1.0029,29,256.566454,1356,157,29,0,0,0,0,0,0,1,False,,0,0,1
-0.458454,232,256.811369,1357,168,232,0,0,0,0,1,1,0,False,,0,0,0
-1.007678,298,257.109337,1358,177,298,0,0,0,1,0,0,1,False,,0,0,4
1.045145,99,257.242332,1359,155,99,0,1,1,0,0,0,0,False,,0,3,0
0.0,1,257.812443,1360,-1,0,-1,0,0,0,0,0,0,False,恢复次数超限 → 停车,0,0,4
-0.208821,2218,260.437531,1361,182,2218,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,12,3
-0.996413,85,260.573843,1362,183,85,0,0,0,0,0,0,1,False,,0,0,1
-0.22525,2241,263.135456,1363,159,2241,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,11,3
-1.01379,158,263.327361,1364,167,158,0,0,0,0,0,0,1,False,,0,0,1
-1.0005,5,263.392425,1365,161,5,0,0,0,0,0,0,1,False,,0,0,1
-1.0079,79,263.512238,1366,165,79,0,0,0,0,0,0,1,False,,0,0,1
0.005753,578,264.020285,1367,181,578,0,0,0,2,0,0,0,False,,0,3,6
-0.213894,2225,267.729997,1368,175,2225,0,0,0,0,0,1,0,False,比赛时间结束(手动模式),0,11,0
-0.183643,2244,270.532284,1369,156,2244,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,12,0
-0.996234,173,270.738602,1370,181,173,0,0,0,1,0,0,1,False,,0,1,3
-0.988347,81,270.863964,1371,189,81,0,0,0,0,0,0,1,False,,0,0,4
-1.219426,2207,273.481795,1372,189,2207,0,0,0,0,0,0,1,False,,0,12,3
-1.020423,227,273.734277,1373,160,227,0,0,0,0,0,0,1,False,,0,0,1
-0.211666,2240,276.388308,1374,160,2240,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,11,3
-0.950849,118,276.596891,1375,243,118,0,0,0,0,0,0,1,False,,0,0,4
-0.170333,2223,279.276911,1376,177,2223,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,10,3
-0.986132,70,279.395551,1377,158,70,0,0,0,0,0,0,1,False,,0,0,1
0.002597,621,280.950656,1378,177,621,0,0,0,1,0,1,0,False,,0,1,3
0.0,1,281.267562,1379,-1,0,-1,0,0,0,0,0,0,False,恢复次数超限 → 停车,0,0,6
-1.0114,114,281.421619,1380,172,114,0,0,0,0,0,0,1,False,,0,0,1
-1.079602,868,282.122689,1381,160,868,0,0,0,1,0,0,1,False,,0,4,4
-1.0087,87,282.243866,1382,152,87,0,0,0,0,0,0,1,False,,0,0,1
0.0,1,282.941025,1383,-1,0,-1,0,0,0,0,0,0,False,比赛时间结束,0,0,5
-1.0014,14,283.012814,1384,165,14,0,0,0,0,0,0,1,False,,0,0,1
-1.017218,99,283.149736,1385,166,99,0,0,0,0,0,0,1,False,,0,0,1
-1.0048,48,283.241932,1386,152,48,0,0,0,0,0,0,1,False,,0,0,1
0.049149,151,283.427776,1387,175,151,0,0,0,1,0,0,0,False,,0,0,3
-0.204598,2236,286.085218,1388,164,2236,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,11,0
0.022671,411,287.267223,1389,157,411,0,0,0,2,0,0,0,False,,0,1,6
-0.975776,104,287.50509,1390,182,104,0,0,0,0,0,0,1,False,,0,0,1
-1.0593,593,287.962951,1391,159,593,0,0,0,1,0,0,1,False,,0,0,4
-0.458232,227,288.198549,1392,157,227,0,0,0,0,1,1,0,False,,0,0,0
0.032703,265,288.463896,1393,182,265,0,0,0,2,0,0,0,False,,0,1,6
-0.188748,2223,290.878196,1394,177,2223,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,0,0
-1.009571,100,291.025366,1395,177,100,0,0,0,0,0,0,1,False,,0,0,1
-1.152447,1363,293.198224,1396,167,1363,0,0,0,0,0,0,1,False,,0,8,0
-0.198363,2231,296.054637,1397,169,2231,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,10,0
-0.16138,2231,298.901533,1398,169,2231,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,9,0
-0.165412,2223,301.446152,1399,177,2223,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,11,3
-1.0033,33,301.534879,1400,167,33,0,0,0,0,0,0,1,False,,0,0,1
-1.082062,1168,303.548067,1401,189,1168,0,0,0,1,0,0,1,False,,0,6,6
-0.186788,2234,306.232322,1402,166,2234,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,11,0
-1.129287,1608,308.326784,1403,166,1608,0,0,0,0,0,0,1,False,,0,10,0
0.0,1,308.938473,1404,-1,0,-1,0,0,0,0,0,0,False,恢复次数超限 → 停车,0,0,13
-0.95993,177,309.14284,1405,172,177,0,0,0,0,0,0,1,False,,0,0,1
1.049388,154,309.328677,1406,177,154,0,1,1,0,0,0,0,False,,0,3,0
-0.996952,166,309.51222,1407,160,166,0,0,0,0,0,0,1,False,,0,0,1
-0.1976,2218,312.099082,1408,182,2218,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,12,0
-1.033583,379,312.444507,1409,152,379,0,0,0,0,0,0,1,False,,0,2,0
1.048817,159,312.632548,1410,165,159,0,1,1,0,0,0,0,False,,0,3,0
-0.495774,601,314.224241,1411,172,601,0,0,0,0,1,1,0,False,,0,2,0
0.0,1,314.8862,1412,-1,0,-1,0,0,0,0,0,0,False,恢复次数超限 → 停车,0,0,4
-1.064763,598,315.342556,1413,177,598,0,0,0,1,0,0,1,False,,0,6,3
-1.001078,28,315.423417,1414,160,28,0,0,0,0,0,0,1,False,,0,0,1
-1.0057,57,315.533581,1415,170,57,0,0,0,0,0,0,1,False,,0,0,1
-0.220231,2233,318.103181,1416,167,2233,0,0,0,0,0,1,0,False,比赛时间结束(手动模式),0,11,0
-0.1629,2225,320.752516,1417,175,2225,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,12,3
-0.173214,2223,323.402502,1418,177,2223,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,11,3
-0.177498,2234,325.976007,1419,166,2234,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,11,0
-0.169405,2237,328.50175,1420,163,2237,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,10,3
0.026277,380,328.86388,1421,177,380,0,0,0,1,0,0,0,False,,0,0,3
0.0,1,329.395336,1422,-1,0,-1,0,0,0,0,0,0,False,比赛时间结束,0,0,13
-0.169099,2225,332.902603,1423,175,2225,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,23,0
0.0,1,333.509056,1424,-1,0,-1,0,0,0,0,0,0,False,恢复次数超限 → 停车,0,0,7
-0.46141,256,333.762754,1425,155,256,0,0,0,0,1,1,0,False,,0,0,0
-1.015563,181,333.972543,1426,175,181,0,0,0,0,0,0,1,False,,0,0,1
0.038064,269,334.245774,1427,164,269,0,0,0,1,0,0,0,False,,0,0,3
-1.000435,171,334.450058,1428,181,171,0,0,0,0,0,0,1,False,,0,0,1
-0.223778,2219,337.086878,1429,181,2219,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,12,0
1.040544,244,337.340066,1430,159,244,0,1,1,0,0,0,0,False,,0,3,0
-0.996826,94,337.494525,1431,172,94,0,0,0,0,0,0,1,False,,0,0,1
-1.0051,51,337.595646,1432,157,51,0,0,0,0,0,0,1,False,,0,0,1
-0.179592,2228,340.173972,1433,172,2228,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,11,3
-1.0028,28,340.265941,1434,166,28,0,0,0,0,0,0,1,False,,0,0,1
-0.203658,2219,342.945705,1435,181,2219,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,10,3
-0.229282,2219,346.279785,1436,181,2219,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,0,0
-0.232131,2248,349.154536,1437,152,2248,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,11,3
-0.201747,2235,351.770229,1438,165,2235,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,11,0
-0.957312,148,351.96031,1439,177,148,0,0,0,0,0,0,1,False,,0,0,1
-1.0041,41,352.053264,1440,170,41,0,0,0,0,0,0,1,False,,0,0,1
-1.20274,2086,354.565469,1441,169,2086,0,0,0,0,0,1,1,False,,0,12,0
-1.00721,53,354.682028,1442,181,53,0,0,0,0,0,0,1,False,,0,0,1
-0.456097,210,354.908459,1443,168,210,0,0,0,0,1,1,0,False,,0,0,0
-1.006409,49,355.010841,1444,172,49,0,0,0,0,0,0,1,False,,0,0,1
-1.089727,1416,357.081005,1445,163,1416,0,0,0,0,0,0,1,False,,0,2,0
-1.012224,234,357.326067,1446,155,234,0,0,0,0,0,0,1,False,,0,0,1
0.011603,521,357.813853,1447,177,521,0,0,0,1,0,0,0,False,,0,4,3
-0.163981,2223,360.525281,1448,177,2223,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,2,0
-0.455855,208,360.752752,1449,167,208,0,0,0,0,1,1,0,False,,0,0,0
-0.993102,394,361.156818,1450,155,394,0,0,0,0,0,0,1,False,,0,0,1
-1.0021,21,361.237517,1451,166,21,0,0,0,0,0,0,1,False,,0,0,1
-0.205303,2219,364.625433,1452,181,2219,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,12,3
1.057322,140,364.878292,1453,189,140,0,1,1,0,0,0,0,False,,0,3,3
-0.026552,908,365.622024,1454,163,908,0,0,0,1,0,0,0,False,,0,0,3
0.0,1,366.320717,1455,-1,0,-1,0,0,0,0,0,0,False,比赛时间结束,0,0,6
-0.004173,763,366.984815,1456,189,763,0,0,0,1,0,0,0,False,,0,0,6
-0.997674,131,367.154056,1457,170,131,0,0,0,0,0,0,1,False,,0,0,1
-0.2228,2228,371.101104,1458,172,2228,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,12,3
-0.953426,55,371.234901,1459,172,55,0,0,0,0,0,0,1,False,,0,0,1
-1.0345,345,371.564202,1460,165,345,0,0,0,0,0,0,1,False,,0,1,0
-0.175527,2230,374.118952,1461,170,2230,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,1,0
-0.986261,78,374.239895,1462,156,78,0,0,0,0,0,0,1,False,,0,0,1
-0.961528,108,374.386755,1463,177,108,0,0,0,0,0,0,1,False,,0,1,1
-0.458525,235,374.632236,1464,165,235,0,0,0,0,1,1,0,False,,0,0,0
-0.21496,2219,377.213853,1465,181,2219,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,0,0
-0.002416,629,377.768387,1466,164,629,0,0,0,1,0,1,0,False,,0,3,3
-0.226966,2232,381.100674,1467,168,2232,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,12,0
-0.999375,225,381.423216,1468,163,225,0,0,0,0,0,0,1,False,,0,0,1
-1.008559,549,381.911129,1469,172,549,0,0,0,1,0,0,1,False,,0,9,3
-1.041364,498,382.354944,1470,155,498,0,0,0,1,0,0,1,False,,0,2,3
-1.098539,975,384.201796,1471,163,975,0,0,0,0,0,0,1,False,,0,0,1
1.040732,237,384.453353,1472,177,237,0,1,1,0,0,0,0,False,,0,3,0
1.044249,199,384.679945,1473,181,199,0,1,1,0,0,0,0,False,,0,3,0
-1.008625,75,384.806721,1474,175,75,0,0,0,0,0,0,1,False,,0,0,1
-1.05308,683,385.388147,1475,172,683,0,0,0,1,0,0,1,False,,0,3,3
-0.171592,2223,387.906759,1476,177,2223,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,13,3
-0.199546,2235,390.515022,1477,165,2235,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,12,0
0.0,1,391.133554,1478,-1,0,-1,0,0,0,0,0,0,False,恢复次数超限 → 停车,0,0,8
-0.225496,2219,393.768949,1479,181,2219,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,12,0
-0.24349,2234,397.521986,1480,166,2234,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,0,0
-1.019006,235,397.794945,1481,160,235,0,0,0,0,0,0,1,False,,0,1,1
-0.969741,171,397.996231,1482,168,171,0,0,0,0,0,0,1,False,,0,0,1
0.0,1,398.30363,1483,-1,0,-1,0,0,0,0,0,0,False,恢复次数超限 → 停车,0,0,3
0.0,1,398.892005,1484,-1,0,-1,0,0,0,0,0,0,False,恢复次数超限 → 停车,0,0,14
-0.459906,249,399.150152,1485,160,249,0,0,0,0,1,1,0,False,,0,0,0
-0.97909,271,399.432363,1486,168,271,0,0,0,0,0,0,1,False,,0,0,1
-1.074889,792,400.084965,1487,156,792,0,0,0,0,0,0,1,False,,0,3,0
-0.987661,412,401.536483,1488,182,412,0,0,1,0,0,0,1,False,,0,4,1
1.052732,122,401.703534,1489,173,122,0,1,1,0,0,0,0,False,,0,3,0
-1.003703,72,401.824079,1490,164,72,0,0,0,0,0,0,1,False,,0,0,1
1.018262,443,402.228888,1491,166,443,0,1,1,1,0,0,0,False,,0,5,3
-0.980215,186,402.441089,1492,167,186,0,0,0,0,0,0,1,False,,0,0,1
-1.012945,130,402.605115,1493,155,130,0,0,0,0,0,0,1,False,,0,0,1
-0.165351,2232,405.491755,1494,168,2232,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,11,3
-1.003,30,405.587026,1495,167,30,0,0,0,0,0,0,1,False,,0,0,1
-0.161904,2236,408.10892,1496,164,2236,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,0,3
1.047035,171,408.330987,1497,177,171,0,1,1,0,0,0,0,False,,0,3,0
-0.99026,155,408.544785,1498,183,155,0,0,0,0,0,0,1,False,,0,0,1
-1.034795,360,409.84791,1499,172,360,0,0,0,0,0,0,1,False,,0,2,1
-0.966074,155,410.038891,1500,164,155,0,0,0,0,0,0,1,False,,0,0,1
1.055678,68,410.158072,1501,173,68,0,1,1,0,0,0,0,False,,0,3,0
-0.461618,263,410.425219,1502,163,263,0,0,0,0,1,1,0,False,,0,0,0
-1.101242,836,411.151517,1503,183,836,0,0,0,0,0,0,1,False,,0,0,1
-0.226821,2248,413.759816,1504,152,2248,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,13,0
-0.209779,2234,416.293667,1505,166,2234,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,12,3
-0.467555,325,417.630864,1506,182,325,0,0,0,0,1,1,0,False,,0,1,0
1.043001,218,417.87,1507,168,218,0,1,1,0,0,0,0,False,,0,3,0
-1.0023,23,417.954567,1508,166,23,0,0,0,0,0,0,1,False,,0,0,1
-1.0024,24,418.036363,1509,167,24,0,0,0,0,0,0,1,False,,0,0,1
-1.005607,223,418.273273,1510,166,223,0,0,0,1,0,0,1,False,,0,1,3
-0.208859,2231,420.896962,1511,169,2231,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,1,3
-1.0029,29,420.979935,1512,152,29,0,0,0,0,0,0,1,False,,0,0,1
-0.192503,2211,423.555651,1513,189,2211,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,15,3
-0.024619,885,424.293064,1514,160,885,0,0,0,1,0,0,0,False,,0,3,3
-0.2245,2245,427.673251,1515,155,2245,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,0,0
-0.186461,2235,430.274348,1516,165,2235,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,3,3
1.048689,158,430.469846,1517,177,158,0,1,1,0,0,0,0,False,,0,3,0
-0.21638,2234,433.17638,1518,166,2234,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,0,0
-0.459046,235,433.419004,1519,156,235,0,0,0,0,1,1,0,False,,0,0,0
0.05157,134,433.593116,1520,163,134,0,0,0,1,0,0,0,False,,0,0,3
-1.012,120,433.746179,1521,165,120,0,0,0,0,0,0,1,False,,0,0,1
-1.050508,691,434.30793,1522,164,691,0,0,0,0,0,0,1,False,,0,0,1
0.0,1,434.855413,1523,-1,0,-1,0,0,0,0,0,0,False,恢复次数超限 → 停车,0,6,6
-1.0057,57,434.963004,1524,168,57,0,0,0,0,0,0,1,False,,0,0,1
-1.008832,133,435.123439,1525,152,133,0,0,0,0,0,0,1,False,,0,0,1
-0.973721,165,436.321798,1526,175,165,0,0,0,0,0,0,1,False,,0,7,0
0.044774,194,436.56643,1527,175,194,0,0,0,1,0,0,0,False,,0,0,3
-0.984561,67,436.678,1528,164,67,0,0,0,0,0,0,1,False,,0,0,1
-1.004445,71,436.798544,1529,166,71,0,0,0,0,0,0,1,False,,0,0,1
-0.181897,2233,439.417933,1530,167,2233,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,13,0
-0.163532,2219,442.225042,1531,181,2219,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,8,0
-1.040629,407,442.588591,1532,177,407,0,0,0,0,0,0,1,False,,0,1,1
-1.016451,125,442.773262,1533,181,125,0,0,0,0,0,0,1,False,,0,2,0
0.0,1,443.613554,1534,-1,0,-1,0,0,0,0,0,0,False,恢复次数超限 → 停车,0,0,5
-1.008538,320,443.932081,1535,170,320,0,0,0,0,0,1,1,False,,0,2,1
-1.117501,1790,446.186565,1536,155,1790,0,0,0,0,0,0,1,False,,0,6,0
-0.456918,209,446.425823,1537,177,209,0,0,0,0,1,1,0,False,,0,0,0
-1.006396,193,446.637472,1538,163,193,0,0,0,0,0,0,1,False,,0,0,1
1.03908,256,446.904183,1539,172,256,0,1,1,0,0,0,0,False,,0,3,0
-0.189794,2227,450.542846,1540,173,2227,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,11,3
0.0,1,451.217538,1541,-1,0,-1,0,0,0,0,0,0,False,恢复次数超限 → 停车,0,0,12
1.05111,135,451.389124,1542,172,135,0,1,1,0,0,0,0,False,,0,3,0
-0.021952,903,452.250074,1543,243,903,0,0,0,2,0,0,0,False,,0,4,9
-1.00621,269,452.534205,1544,170,269,0,0,0,0,0,0,1,False,,0,1,1
-0.182965,2237,455.06583,1545,163,2237,0,0,0,0,0,1,0,False,比赛时间结束(手动模式),0,11,0
-1.004979,216,455.310455,1546,167,216,0,0,0,0,0,0,1,False,,0,2,1
-1.019088,75,455.425556,1547,164,75,0,0,0,0,0,0,1,False,,0,0,1
-1.038359,188,456.616155,1548,162,188,0,0,0,0,0,0,1,False,,0,0,1
0.0,1,457.025883,1549,-1,0,-1,0,0,0,0,0,0,False,恢复次数超限 → 停车,0,0,4
-1.0272,572,457.500047,1550,155,572,0,0,0,0,0,0,1,False,,0,1,1
-1.028115,281,457.772513,1551,155,281,0,0,0,0,0,0,1,False,,0,1,1
-0.160937,2235,460.386427,1552,165,2235,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,11,0
-0.223736,2219,462.769917,1553,181,2219,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,0,0
-0.228011,2240,465.534418,1554,160,2240,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,13,0
-0.226083,2237,468.378977,1555,163,2237,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,11,3
-0.249805,2227,471.072875,1556,173,2227,0,0,0,0,0,1,0,False,比赛时间结束(手动模式),0,11,0
-1.024622,420,472.509004,1557,160,420,0,0,0,0,0,1,1,False,,0,3,0
-0.197904,2228,475.182022,1558,172,2228,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,0,3
1.039299,253,475.465817,1559,164,253,0,1,1,0,0,0,0,False,,0,3,0
-0.997325,110,475.631135,1560,181,110,0,0,0,0,0,0,1,False,,0,0,1
-0.200568,2236,478.43005,1561,164,2236,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,15,3
-0.975935,112,478.613854,1562,243,112,0,0,0,0,0,0,1,False,,0,0,4
-0.21963,2234,481.308684,1563,166,2234,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,10,3
-0.220577,2245,483.869114,1564,155,2245,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,19,0
0.032757,321,484.176527,1565,166,321,0,0,0,1,0,1,0,False,,0,3,3
-1.080927,994,486.012299,1566,157,994,0,0,0,1,0,0,1,False,,0,5,3
-1.0029,29,486.092861,1567,149,29,0,0,0,0,0,0,1,False,,0,0,1
1.04314,213,486.3185,1568,160,213,0,1,1,0,0,0,0,False,,0,3,0
-1.016,160,486.501805,1569,170,160,0,0,0,0,0,0,1,False,,0,0,1
-0.17152,2243,489.10499,1570,157,2243,0,0,0,0,0,1,0,False,比赛时间结束(手动模式),0,10,0
-1.028506,275,489.383512,1571,157,275,0,0,0,0,0,0,1,False,,0,3,0
-0.166235,2242,491.949262,1572,158,2242,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,8,0
-0.164952,2232,494.801432,1573,168,2232,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,8,3
-1.036174,916,496.631088,1574,172,916,0,0,0,1,0,0,1,False,,0,4,3
-1.007032,172,496.831014,1575,166,172,0,0,0,0,0,0,1,False,,0,0,1
-1.121021,1236,498.945216,1576,172,1236,0,0,0,0,0,0,1,False,,0,2,0
-0.454253,190,499.167785,1577,177,190,0,0,0,0,1,1,0,False,,0,0,0
-1.0149,149,499.352015,1578,165,149,0,0,0,0,0,0,1,False,,0,0,1
-0.215978,2245,501.600245,1579,155,2245,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,13,3
-1.028847,282,501.883028,1580,166,282,0,0,0,0,0,0,1,False,,0,3,0
-0.215455,2245,504.263822,1581,155,2245,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,12,3
