rollout/ep_len_mean,time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/iterations,train/std,train/learning_rate,train/entropy_loss,train/approx_kl,train/explained_variance,train/loss,train/clip_range,train/policy_gradient_loss,train/value_loss,train/n_updates,train/clip_fraction
820.73,691,266240,385,-0.47401792,130,0.815914511680603,0.0003,-2.406597002595663,0.0060234135,0.6805309057235718,0.004726092796772718,0.2,-0.0017641262427787296,0.005116369587449298,1290,0.05068359375
820.73,692,268288,387,-0.4740305099999999,131,0.8190524578094482,0.0003,-2.423253684490919,0.0051611112,0.14072126150131226,0.012232786044478416,0.2,-0.001935756652528653,0.014407130209292518,1300,0.050830078125
836.18,692,270336,390,-0.46619062,132,0.8186095952987671,0.0003,-2.4209605351090433,0.0049871155,0.45489412546157837,0.002366362139582634,0.2,-0.0020936769360559992,0.0005808431271816517,1310,0.032470703125
858.36,693,272384,393,-0.4684455799999999,133,0.8196625709533691,0.0003,-2.4204729281365873,0.008606121,0.8573384284973145,-0.02031375840306282,0.2,-0.003691111537773395,0.0001723483585919894,1320,0.060595703125
858.36,693,274432,395,-0.4684455799999999,134,0.8120378255844116,0.0003,-2.4131512567400932,0.006332186,0.8402867913246155,-0.004505697172135115,0.2,-0.003345473009540001,0.0005089839317747646,1330,0.055810546875
884.08,692,276480,399,-0.45516708999999994,135,0.8006898164749146,0.0003,-2.3893382847309113,0.009640095,0.332954466342926,-0.018833406269550323,0.2,-0.008490085424637073,3.316606407057776e-05,1340,0.134814453125
859.37,691,278528,402,-0.44787707000000004,136,0.8009486794471741,0.0003,-2.3755244582891466,0.006826685,0.45495325326919556,-0.0226697139441967,0.2,-0.0030874761258019136,0.007088727838345221,1350,0.062548828125
858.76,692,280576,405,-0.44757739,137,0.7946722507476807,0.0003,-2.3686681389808655,0.010107233,0.0431789755821228,0.012235386297106743,0.2,-0.006150988348235842,0.0224189230488264,1360,0.067919921875
826.13,692,282624,407,-0.4335067799999999,138,0.8087795972824097,0.0003,-2.3854244709014893,0.008861352,0.6674319505691528,-0.00934299174696207,0.2,-0.0007098568385117687,0.0014221987428527428,1370,0.05224609375
770.29,692,284672,410,-0.4229188,139,0.8030616044998169,0.0003,-2.3923344053328037,0.0061272476,0.803271472454071,0.00254316464997828,0.2,-0.003205569264537189,0.006168797122063552,1380,0.077099609375
792.76,693,286720,413,-0.42518701,140,0.8067194819450378,0.0003,-2.391307834535837,0.009711448,0.5630927085876465,-0.028438717126846313,0.2,-0.004576573088706936,0.012020915526954922,1390,0.099365234375
813.33,694,288768,415,-0.4176855,141,0.8138947486877441,0.0003,-2.401860758662224,0.0056838496,0.7046507596969604,-0.011870005168020725,0.2,-0.004878184548579157,0.0004305194815970026,1400,0.055859375
790.7,695,290816,418,-0.44073481000000003,142,0.8055317997932434,0.0003,-2.3944754876196384,0.004068563,0.694499135017395,-0.021687744185328484,0.2,-0.0027270551814581267,0.00012651408599424486,1410,0.0251953125
807.28,695,292864,420,-0.4478946599999999,143,0.794139564037323,0.0003,-2.3724006205797195,0.006463026,-0.03495383262634277,-0.008810758590698242,0.2,-0.0007538785932410974,0.011087502407099237,1420,0.04462890625
831.98,696,294912,423,-0.42940746999999996,144,0.8027758598327637,0.0003,-2.37002689614892,0.0054309154,0.7416413426399231,-0.011646481230854988,0.2,-0.0024457787701976487,0.001520690511210887,1430,0.06201171875
831.98,697,296960,425,-0.42940746999999996,145,0.8012755513191223,0.0003,-2.3784379228949546,0.0056781033,0.7783018350601196,0.017574915662407875,0.2,-0.0017581153158971574,0.0008502124859205651,1440,0.034228515625
853.86,698,299008,428,-0.42159547,146,0.8069549798965454,0.0003,-2.379807811230421,0.0041555595,0.9370093941688538,0.020753733813762665,0.2,-0.000770791458489839,2.0372330174911467e-05,1450,0.0400390625
833.21,698,301056,430,-0.40914188,147,0.809106171131134,0.0003,-2.389999674260616,0.004183229,0.5945665836334229,-0.0032547260634601116,0.2,-0.0024171865574317054,0.00040780308897865326,1460,0.0427734375
773.69,697,303104,434,-0.44490735000000003,148,0.7873541712760925,0.0003,-2.3590639725327494,0.0052707815,0.4454532861709595,-0.008090238086879253,0.2,-0.0029028593533439563,0.0022309739502361483,1470,0.0396484375
750.26,698,305152,437,-0.45206976,149,0.8162335157394409,0.0003,-2.3693563379347324,0.0078070536,0.3679432272911072,-0.0014007550198584795,0.2,-0.009407493003527634,0.007939965677724103,1480,0.0802734375
770.15,698,307200,439,-0.46429417,150,0.8311793804168701,0.0003,-2.425765235722065,0.0054677995,0.07426363229751587,0.02874383144080639,0.2,-0.004349211577209644,0.008630061350413599,1490,0.045703125
754.67,697,309248,443,-0.46270590999999994,151,0.8282246589660645,0.0003,-2.4388062357902527,0.005173711,0.5883311629295349,0.008890166878700256,0.2,-0.004296854774293024,0.00010927478870144114,1500,0.064111328125
710.65,697,311296,446,-0.46191854,152,0.818500280380249,0.0003,-2.425113483518362,0.0063290754,0.4390408396720886,0.018197383731603622,0.2,-0.004573198252182919,0.006812797398015391,1510,0.052685546875
710.65,698,313344,448,-0.46191854,153,0.8231723308563232,0.0003,-2.4190016850829124,0.0084257675,0.38892096281051636,0.0022750599309802055,0.2,-0.004925390625430737,0.008602754270032164,1520,0.08447265625
721.61,697,315392,452,-0.41682144,154,0.8128122687339783,0.0003,-2.4123147413134576,0.0051560234,0.42006951570510864,0.004608320537954569,0.2,-0.0014933762067812495,0.0013749379291766672,1530,0.038818359375
725.18,698,317440,454,-0.41798828000000016,155,0.8074501752853394,0.0003,-2.392007529735565,0.005803571,0.6798292398452759,0.0017203374300152063,0.2,-0.0032820152322528885,0.005391522357422218,1540,0.039111328125
707.14,697,319488,457,-0.42277464000000003,156,0.8081872463226318,0.0003,-2.388538598269224,0.005545265,0.4923117160797119,-0.0030447279568761587,0.2,-0.0021207385550951587,0.001907616092785247,1550,0.056982421875
707.3,698,321536,460,-0.42233097999999997,157,0.8024075031280518,0.0003,-2.382015210390091,0.007072064,0.6905419826507568,0.011955265887081623,0.2,-0.007179357895074645,0.00772358945068845,1560,0.06240234375
728.09,699,323584,462,-0.4351415600000001,158,0.8041806221008301,0.0003,-2.376484663039446,0.0054540685,-0.4725489616394043,0.00428861565887928,0.2,-0.0031453862866328564,0.0011301175180960855,1570,0.06455078125
741.41,700,325632,465,-0.43715615,159,0.7986634969711304,0.0003,-2.3734893307089804,0.0060920357,0.7251676917076111,0.024363279342651367,0.2,-0.0022145435003039894,0.00029457646921855486,1580,0.052587890625
763.77,700,327680,467,-0.43941698,160,0.7978966236114502,0.0003,-2.3644645124673844,0.0029549138,0.8856968283653259,0.00328833912499249,0.2,-0.002413827009149827,0.0003075264493247687,1590,0.0322265625
778.41,700,329728,470,-0.4418733000000001,161,0.7995707392692566,0.0003,-2.3680068090558053,0.005896099,0.6660182476043701,-0.034814123064279556,0.2,-0.005362634072662331,0.0007944648068587412,1600,0.071826171875
781.3,701,331776,473,-0.4421427800000001,162,0.7876142263412476,0.0003,-2.3547347523272038,0.004592534,0.7565467357635498,-0.013771102763712406,0.2,-0.00295238232210977,0.0003943622036103989,1610,0.058740234375
780.93,701,333824,475,-0.4215948200000001,163,0.7938823699951172,0.0003,-2.3489977538585665,0.008331368,0.34662342071533203,0.01602094992995262,0.2,-0.006799620747915469,0.0009571776598704673,1620,0.08525390625
781.33,701,335872,478,-0.4217419700000001,164,0.790306031703949,0.0003,-2.3577479518949986,0.0075280387,0.222115159034729,-0.007039591204375029,0.2,-0.002820125115249539,0.004206861502188986,1630,0.06142578125
802.59,702,337920,481,-0.41432299000000006,165,0.7971135377883911,0.0003,-2.3613163091242315,0.00853942,0.7757883667945862,0.061980776488780975,0.2,-0.0010352769670134876,0.0016316785033268389,1640,0.066748046875
803.71,703,339968,483,-0.40946634000000004,166,0.7962175011634827,0.0003,-2.367643064260483,0.007520326,0.8824152946472168,-0.027393685653805733,0.2,-0.004468637713580392,0.0026277226871570746,1650,0.073193359375
781.32,703,342016,486,-0.40766005,167,0.7905597686767578,0.0003,-2.359589895606041,0.0045875562,0.8248840570449829,-0.019089752808213234,0.2,-0.004778777116735,0.0004075338452139476,1660,0.038037109375
791.77,703,344064,488,-0.39826128000000005,168,0.7955431938171387,0.0003,-2.3625865772366526,0.0059755817,0.5669447779655457,-0.018983593210577965,0.2,-0.004070234595565126,0.007709404952038312,1670,0.0736328125
811.82,704,346112,491,-0.41033095,169,0.8011835813522339,0.0003,-2.376146835833788,0.0076321205,0.4224952459335327,0.017582526430487633,0.2,-0.0037308036015019754,0.002147196568603249,1680,0.07607421875
832.15,704,348160,494,-0.42242296,170,0.802762508392334,0.0003,-2.387525560706854,0.005640391,0.7571759223937988,-0.026947371661663055,0.2,-0.004510291080077877,0.0005682812659415504,1690,0.0501953125
835.45,704,350208,496,-0.4222379700000001,171,0.8038158416748047,0.0003,-2.3923083119094373,0.0045371633,0.9176750183105469,0.011017858982086182,0.2,-0.004590162089152727,0.0006790452762515997,1700,0.03916015625
806.61,705,352256,499,-0.4444283299999999,172,0.8070701956748962,0.0003,-2.4004779122769833,0.005376392,0.6342600584030151,-0.009614663198590279,0.2,-0.006077699084562483,0.0037963892684274468,1710,0.066357421875
787.35,705,354304,501,-0.45218672,173,0.8009316921234131,0.0003,-2.3949613384902477,0.006741818,0.6427108645439148,-0.008111782371997833,0.2,-0.0047826341178733855,0.004161173410830088,1720,0.075244140625
807.47,706,356352,504,-0.4446268,174,0.8009698987007141,0.0003,-2.3906156964600087,0.009701964,0.81976318359375,0.009954642504453659,0.2,-0.0084099551095278,0.00195919296138527,1730,0.094189453125
830.4,707,358400,506,-0.45659276999999987,175,0.808687150478363,0.0003,-2.396637666225433,0.0074519143,-0.023449182510375977,0.0006084843189455569,0.2,-0.0035211376482038757,0.00294702107030389,1740,0.082177734375
832.05,707,360448,509,-0.46242791999999994,176,0.8146616220474243,0.0003,-2.4158021941781045,0.007660045,0.6645693778991699,-0.002465977566316724,0.2,-0.002913794384949142,0.0031480894418564275,1750,0.058349609375
855.72,708,362496,511,-0.45542399999999994,177,0.8271324634552002,0.0003,-2.438382489979267,0.0031969175,0.7994842529296875,-0.023206915706396103,0.2,-0.0014539879397489131,0.00021841863610916334,1760,0.0416015625
872.82,707,364544,514,-0.45771535999999996,178,0.8278977274894714,0.0003,-2.4541674934327604,0.0062265964,0.6705520749092102,-0.003523524384945631,0.2,-0.002362040031584911,0.0025339841755339875,1770,0.056982421875
892.84,708,366592,517,-0.45944943999999993,179,0.8212379217147827,0.0003,-2.4484746143221856,0.005036135,0.6769516468048096,0.01260574720799923,0.2,-0.00320496413478395,0.0002685008539856426,1780,0.05458984375
900.57,709,368640,519,-0.48074891999999997,180,0.8121215105056763,0.0003,-2.429153123497963,0.005323207,0.8664451241493225,-0.004769422113895416,0.2,-0.002067346510011703,0.0023959329173521837,1790,0.05107421875
921.08,709,370688,522,-0.47292838,181,0.8062264919281006,0.0003,-2.4088859841227532,0.013615954,0.8681032657623291,0.011678999289870262,0.2,-0.0048851398867554964,0.0010307741943279326,1800,0.10048828125
926.57,710,372736,524,-0.46327874999999996,182,0.8011623620986938,0.0003,-2.3944173634052275,0.0037951297,0.8814400434494019,0.007959661073982716,0.2,-0.001546673804114107,0.0002466854661292928,1810,0.034521484375
915.25,708,374784,528,-0.47772218,183,0.8011777400970459,0.0003,-2.388199433684349,0.007858332,0.47897017002105713,-0.014068307355046272,0.2,-0.007170292545924895,0.0002110619966856575,1820,0.086669921875
936.76,709,376832,531,-0.49042555,184,0.8029669523239136,0.0003,-2.3921062625944614,0.005547029,0.48290741443634033,0.020157117396593094,0.2,-0.0030403640994336456,0.005776743923888716,1830,0.073583984375
936.76,710,378880,533,-0.49042555,185,0.8005245923995972,0.0003,-2.3910280615091324,0.0057024346,0.47494351863861084,0.023321012035012245,0.2,-0.001221848731074715,0.003931026957070571,1840,0.059912109375
910.7,710,380928,536,-0.50307639,186,0.794692873954773,0.0003,-2.3830145344138147,0.0051873345,0.9497553706169128,0.00027126079658046365,0.2,-0.0021709837659727783,3.399688973786397e-05,1850,0.037890625
930.89,710,382976,539,-0.51565347,187,0.7840644121170044,0.0003,-2.3639837987720966,0.0059537804,0.7202466726303101,-0.016431760042905807,0.2,-0.0031790864624781532,0.0049511943752804655,1860,0.048876953125
952.84,710,385024,541,-0.50789458,188,0.786974310874939,0.0003,-2.3509950950741767,0.004559785,0.8606594800949097,-0.006433133967220783,0.2,-0.0020146297465544194,0.00032353615101214926,1870,0.042138671875
976.22,710,387072,544,-0.49992023999999996,189,0.78704833984375,0.0003,-2.3588622972369193,0.006209871,0.9011481404304504,-0.020068364217877388,0.2,-0.0056720823486102745,0.00013775866308947117,1880,0.07451171875
956.06,711,389120,547,-0.48740271,190,0.8049939870834351,0.0003,-2.383635596185923,0.0039895363,0.08807635307312012,-0.009884593077003956,0.2,-0.002644316721125506,0.0018094509241905143,1890,0.05048828125
977.34,711,391168,549,-0.4794637,191,0.7978901863098145,0.0003,-2.393726235628128,0.0066839326,0.31917738914489746,0.003958267159759998,0.2,-0.0034855783902457914,0.002688704535330544,1900,0.067138671875
969.56,711,393216,552,-0.48943619999999993,192,0.7863644361495972,0.0003,-2.368614511936903,0.0046255346,0.3054518699645996,0.007227360736578703,0.2,-0.0028647723178437446,0.00022618805963929843,1910,0.04892578125
953.8,711,395264,555,-0.49767775999999997,193,0.7890747785568237,0.0003,-2.359163099527359,0.006511161,0.07193398475646973,0.019845277070999146,0.2,-0.003376119083259255,0.0036312922380602685,1920,0.0748046875
942.29,712,397312,557,-0.50671124,194,0.7798793911933899,0.0003,-2.3488696195185184,0.0058880122,0.9299548864364624,-0.019120117649435997,0.2,-0.005329878958218614,0.0007228612043945759,1930,0.05625
961.55,712,399360,560,-0.5045155100000001,195,0.7754570245742798,0.0003,-2.3336472176015377,0.0035514508,0.5571978092193604,-0.009629408828914165,0.2,-1.9512579820002428e-05,0.002245643628793914,1940,0.02734375
979.35,712,401408,563,-0.49493605,196,0.7756386995315552,0.0003,-2.329444508254528,0.005964997,0.8288483619689941,-0.006732475943863392,0.2,-0.006226168736611725,0.0028971798747079447,1950,0.0498046875
999.64,712,403456,566,-0.49786840999999993,197,0.762580394744873,0.0003,-2.3084121614694597,0.0044219485,0.8029016256332397,0.014717583544552326,0.2,-0.0019026567380933557,0.0013012710574002995,1960,0.039453125
985.14,712,405504,569,-0.49081818999999993,198,0.7617473006248474,0.0003,-2.293777401745319,0.011082286,0.48480045795440674,-0.01550061721354723,0.2,-0.005863464886351722,0.000914975203272661,1970,0.0880859375
982.77,712,407552,571,-0.48556681999999995,199,0.7617690563201904,0.0003,-2.290806394070387,0.0053843316,0.608532190322876,-0.011972464621067047,0.2,-0.006044664890214335,0.0019781532820161373,1980,0.065771484375
1005.38,712,409600,574,-0.47774975999999997,200,0.7597576379776001,0.0003,-2.28838314563036,0.0036781037,0.8467938303947449,-0.015350298956036568,0.2,-0.004100914490118157,0.0017087607939174632,1990,0.04404296875
993.61,712,411648,577,-0.47708974000000004,201,0.7487392425537109,0.0003,-2.2687774792313578,0.0047924686,0.9520773887634277,-7.905333768576384e-05,0.2,-0.004227061681740451,0.0019799673486431855,2000,0.04814453125
1019.79,713,413696,580,-0.47515781,202,0.7366049289703369,0.0003,-2.239835312217474,0.0072879274,0.9547309279441833,-0.005080718547105789,0.2,-0.003675027549616061,0.0007614063990331488,2010,0.049560546875
1039.57,713,415744,582,-0.4872963799999999,203,0.7418500185012817,0.0003,-2.232996479421854,0.0042365585,0.9198499321937561,-0.004541711416095495,0.2,-0.0037049010512419044,0.0014766620279715425,2020,0.04658203125
1028.08,713,417792,585,-0.52711298,204,0.7442927360534668,0.0003,-2.2437686406075956,0.003582533,0.9466609358787537,-0.017572693526744843,0.2,-0.003092032247513998,0.0004465376081611794,2030,0.053564453125
1010.11,713,419840,588,-0.48460567,205,0.7386114597320557,0.0003,-2.237962182611227,0.0071636755,0.6748491525650024,0.002022773027420044,0.2,-0.005925670060241828,0.0042479010962779284,2040,0.06435546875
1036.73,713,421888,591,-0.48600736999999994,206,0.7241559028625488,0.0003,-2.2114262394607067,0.005073811,0.5779762268066406,-0.007036955561488867,0.2,-0.003268951473000925,0.00468047126505553,2050,0.046826171875
1036.73,713,423936,593,-0.48600736999999994,207,0.7284952402114868,0.0003,-2.195743790268898,0.0074391854,0.3513084650039673,-0.020552832633256912,0.2,-0.003804719638719689,0.006227306924483855,2060,0.0751953125
1056.24,714,425984,596,-0.4778461299999999,208,0.7277344465255737,0.0003,-2.2024142779409885,0.004728103,0.5835491418838501,0.007722956594079733,0.2,-0.0026986927245161497,5.807631985135231e-05,2070,0.063134765625
1015.82,714,428032,598,-0.49382513999999994,209,0.7136133909225464,0.0003,-2.1828218929469587,0.0032609622,0.8084198236465454,-0.009484624490141869,0.2,-0.004486517002806068,8.081415947742698e-05,2080,0.03974609375
1015.75,715,430080,601,-0.4935079799999999,210,0.7285570502281189,0.0003,-2.182597556710243,0.008666054,-0.07706725597381592,-0.0008333930745720863,0.2,-0.00516415474776295,0.005846907464911055,2090,0.068115234375
1015.99,715,432128,603,-0.49281904,211,0.7251169085502625,0.0003,-2.1991009190678596,0.0063724634,0.5264414548873901,-0.00046613323502242565,0.2,-0.0029414136552077252,0.000878971473321144,2100,0.069384765625
1034.22,716,434176,606,-0.48444725999999994,212,0.7077655792236328,0.0003,-2.1664653941988945,0.004921076,0.7346129417419434,-0.012786531820893288,0.2,-0.005051676919538295,0.001193473159946734,2110,0.06103515625
1020.16,716,436224,608,-0.50829273,213,0.7146279811859131,0.0003,-2.154638960957527,0.0070855683,0.9226663112640381,-0.026671381667256355,0.2,-0.006761644339712802,0.0003035892322714062,2120,0.093408203125
1041.46,716,438272,611,-0.50023129,214,0.7197278141975403,0.0003,-2.1720303744077682,0.009646941,0.8481588363647461,-0.002871172968298197,0.2,-0.0020910949060635176,0.000859286467448328,2130,0.08017578125
1040.77,717,440320,613,-0.50027826,215,0.7097893953323364,0.0003,-2.1652424901723863,0.0048786476,0.8664546012878418,0.009954607114195824,0.2,-0.001433898250979837,8.30744666643568e-05,2140,0.02822265625
1040.73,717,442368,616,-0.49972666000000004,216,0.7162076830863953,0.0003,-2.1613259099423887,0.0062945867,0.3320884108543396,-0.015197615139186382,0.2,-0.003520274258335121,0.0012675846158799685,2150,0.08037109375
1040.59,718,444416,618,-0.4997694,217,0.7068488001823425,0.0003,-2.1543888740241526,0.007882654,0.8664560317993164,-0.023144040256738663,0.2,-0.0006739580057910644,0.0005974340703119197,2160,0.0453125
1053.18,718,446464,621,-0.52136123,218,0.713291585445404,0.0003,-2.154787626862526,0.0041232663,0.8636436462402344,-0.0037755612283945084,0.2,-0.0029365699294430668,3.1850193165894326e-05,2170,0.0404296875
1001.84,717,448512,625,-0.53237749,219,0.7250036001205444,0.0003,-2.177069975435734,0.0067524826,0.38800400495529175,0.0038590123876929283,0.2,-0.00567194563918747,0.005066567775065778,2180,0.0681640625
1015.08,717,450560,627,-0.52431347,220,0.7246885895729065,0.0003,-2.1922576084733008,0.0069792387,0.40911102294921875,0.016699010506272316,0.2,-0.004990631655527977,0.006391364833689295,2190,0.058984375
1019.16,718,452608,630,-0.5242490099999999,221,0.7384300827980042,0.0003,-2.2120342373847963,0.00703245,0.9115516543388367,0.0011932365596294403,0.2,-0.002419186811312102,5.321569190179787e-05,2200,0.04970703125
1027.14,718,454656,632,-0.51066721,222,0.7442482113838196,0.0003,-2.238848751783371,0.009176007,0.8640299439430237,-0.021507717669010162,0.2,-0.010470214480301365,0.0018915482398369932,2210,0.1087890625
1028.4,718,456704,635,-0.5104026,223,0.7503620982170105,0.0003,-2.2537115037441255,0.005010247,0.5684787034988403,0.014444033615291119,0.2,-0.0030676258880703243,0.00024226595435266062,2220,0.037890625
1026.89,718,458752,638,-0.5197173,224,0.7503595352172852,0.0003,-2.2616512201726438,0.0052068755,0.9210864305496216,-0.019136834889650345,0.2,-0.005675521387456683,0.0012094781983478242,2230,0.066259765625
1027.8,719,460800,640,-0.5198913900000001,225,0.7566166520118713,0.0003,-2.2721292801201343,0.008834503,0.8900907039642334,0.0004707740154117346,0.2,-0.004696704237721861,0.0024895383005059555,2240,0.051904296875
1027.8,719,462848,643,-0.5198913900000001,226,0.7585828900337219,0.0003,-2.2817678965628145,0.003526349,0.8495913743972778,-0.01334832888096571,0.2,-0.004282318356854375,0.0004692800331127955,2250,0.049755859375
1013.76,719,464896,646,-0.48775807,227,0.750820517539978,0.0003,-2.2754154346883295,0.005678269,0.9396886229515076,0.006119013298302889,0.2,-0.0032015530654462055,1.50433593361754e-05,2260,0.04208984375
969.33,718,466944,649,-0.4830224999999999,228,0.7362228631973267,0.0003,-2.2420455873012544,0.005892667,0.684899091720581,0.005286435596644878,0.2,-0.005446401788503863,0.0029020029426646944,2270,0.05322265625
940.25,716,468992,654,-0.45991833,229,0.7536900639533997,0.0003,-2.249342033267021,0.0066145314,0.3937578797340393,-0.00820128433406353,0.2,-0.008797176661755658,0.0035943744213000174,2280,0.08427734375
960.55,716,471040,657,-0.45727411999999995,230,0.7502118349075317,0.0003,-2.26993950009346,0.009760795,0.4552713632583618,0.009060284122824669,0.2,-0.0022705809213221075,0.004284431210226103,2290,0.06748046875
949.94,716,473088,660,-0.46595749,231,0.7567464113235474,0.0003,-2.27140286937356,0.0059278444,0.8431572318077087,0.014155689626932144,0.2,-0.005877602922555525,0.0007294235106201086,2300,0.083544921875
950.1,716,475136,662,-0.46569023000000004,232,0.7542487382888794,0.0003,-2.2747776575386522,0.0061910404,0.6369528770446777,-0.011266612447798252,0.2,-0.0026550311493338087,0.003485722046571027,2310,0.06630859375
966.22,716,477184,665,-0.45721895,233,0.7444347143173218,0.0003,-2.258594261109829,0.0039920686,0.5853132605552673,-0.004133400972932577,0.2,-0.0029920111621322574,8.290291322339271e-05,2320,0.0345703125
989.83,716,479232,668,-0.4593473,234,0.7478646039962769,0.0003,-2.2522273108363153,0.0067015258,0.896149754524231,-0.009628131054341793,0.2,-0.0038382025246392003,2.578739390202145e-05,2330,0.060498046875
1009.83,717,481280,671,-0.45650423,235,0.7597453594207764,0.0003,-2.272823619842529,0.008590551,0.814154863357544,0.015623793937265873,0.2,-0.003717883402714506,0.0032553060303143868,2340,0.06181640625
1009.89,717,483328,673,-0.45630902000000007,236,0.7511715888977051,0.0003,-2.2742931246757507,0.008792115,0.7849918603897095,-0.003834096249192953,0.2,-0.006402558150148252,8.05293416448194e-05,2350,0.059423828125
989.4,717,485376,676,-0.46393706000000007,237,0.7509769201278687,0.0003,-2.2643042005598546,0.0029603797,0.3260264992713928,-0.006455845665186644,0.2,-0.0004783693337230943,0.0001953991059508553,2360,0.03076171875
989.54,717,487424,679,-0.46340906000000004,238,0.7601104974746704,0.0003,-2.2780316427350042,0.0057042073,0.027584195137023926,-0.014036411419510841,0.2,-0.0051419358624116285,0.002095536729370906,2370,0.05634765625
1008.27,717,489472,681,-0.45560087999999993,239,0.7561187148094177,0.0003,-2.2841188624501227,0.008108765,0.644676923751831,-0.012267029844224453,0.2,-0.007256044950190698,0.00039015292716158,2380,0.068408203125
990.59,716,491520,685,-0.48311528000000004,240,0.7470735311508179,0.0003,-2.2674455992877482,0.004873744,0.793722927570343,-0.0020696886349469423,0.2,-0.0027738996759580914,0.0003500400758639444,2390,0.04599609375
989.48,715,493568,689,-0.47349736,241,0.7571565508842468,0.0003,-2.266731866449118,0.009966471,0.6651782989501953,0.03988374397158623,0.2,-0.002895876111870166,0.0032374894391523413,2400,0.1029296875
996.1,715,495616,692,-0.47870094,242,0.7337977886199951,0.0003,-2.2451893791556357,0.006531121,0.08361703157424927,-0.018218448385596275,0.2,-0.005411210321472027,0.0006476770437529922,2410,0.0494140625
996.1,715,497664,695,-0.47870094,243,0.7379345893859863,0.0003,-2.2248123861849307,0.005665445,0.8205985426902771,0.005072151776403189,0.2,-0.0039234636977198535,0.0004237492534230114,2420,0.0609375
997.47,714,499712,699,-0.47924106999999994,244,0.7389425039291382,0.0003,-2.2326477862894536,0.006038253,-0.028951406478881836,0.01096778642386198,0.2,-0.0016763975043431855,0.00010001372129408992,2430,0.052734375
1005.66,714,501760,702,-0.47463553999999997,245,0.7536834478378296,0.0003,-2.2534306563436983,0.0070847645,0.15968835353851318,-0.01729000359773636,0.2,-0.004153885247069411,0.003280145851749694,2440,0.081640625
