rollout/ep_len_mean,time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/iterations,train/std,train/learning_rate,train/entropy_loss,train/approx_kl,train/explained_variance,train/loss,train/clip_range,train/policy_gradient_loss,train/value_loss,train/n_updates,train/clip_fraction
759.71,685,239616,349,-0.47978368999999993,117,0.8094661831855774,0.0003,-2.407167758792639,0.0036425483,0.7679629325866699,0.012338615022599697,0.2,-0.00012418857950251548,0.000378563729623238,1160,0.04287109375
770.77,686,241664,352,-0.4810706,118,0.8137035369873047,0.0003,-2.4067092768847944,0.0060201716,0.6168806552886963,-0.008342326618731022,0.2,-0.002590432731085457,0.0014213968494004802,1170,0.046875
786.45,686,243712,354,-0.48341556999999996,119,0.8134033679962158,0.0003,-2.411783492565155,0.007042041,0.600401759147644,-0.010502776131033897,0.2,-0.003171673373435624,0.001193324657128869,1180,0.06513671875
800.97,686,245760,357,-0.5050122800000001,120,0.8107486963272095,0.0003,-2.4087907768785954,0.009215997,0.6599448919296265,0.010165663436055183,0.2,-0.00878073857165873,0.007551194846382714,1190,0.09267578125
803.32,687,247808,360,-0.50953472,121,0.8087425231933594,0.0003,-2.4024075113236902,0.00516281,0.49385929107666016,-0.017732087522745132,0.2,-0.003830509442923358,0.004549504745045852,1200,0.057421875
803.32,688,249856,362,-0.50953472,122,0.8196717500686646,0.0003,-2.415212297439575,0.0038277325,0.6449906826019287,-0.012371252290904522,0.2,-9.473218451603316e-05,0.0032949240706329876,1210,0.0337890625
835.5,687,251904,366,-0.48234258000000013,123,0.8308035731315613,0.0003,-2.4454031109809877,0.0042663813,-0.5402722358703613,0.01197139173746109,0.2,-0.0012561911062221043,0.0003640726118192106,1220,0.037841796875
835.5,687,253952,369,-0.48234258000000013,124,0.8240294456481934,0.0003,-2.4458476901054382,0.007199878,0.3024347424507141,0.02234555408358574,0.2,-0.006441868710680865,0.006222077355596411,1230,0.1001953125
857.8,688,256000,371,-0.5048245100000001,125,0.8206328749656677,0.0003,-2.4358178421854975,0.008645267,0.920139491558075,0.01060892641544342,0.2,-0.00395049672370078,1.4770597353219728e-05,1240,0.07021484375
837.29,689,258048,374,-0.50620018,126,0.8205435276031494,0.0003,-2.429566702991724,0.006337761,0.5772027373313904,0.01811518520116806,0.2,-0.004591386592073832,0.002503071459432249,1250,0.062646484375
864.93,689,260096,377,-0.4882899399999999,127,0.8147141337394714,0.0003,-2.424946290254593,0.008013793,0.24550360441207886,0.007101486437022686,0.2,-0.004146462867356604,0.005457742801081622,1260,0.077099609375
864.93,691,262144,379,-0.4882899399999999,128,0.8166145086288452,0.0003,-2.419429688900709,0.005299485,0.8698619604110718,0.012651682831346989,0.2,-0.003165792331128614,0.0002958841993176975,1270,0.05126953125
847.77,691,264192,382,-0.5071724,129,0.8062073588371277,0.0003,-2.4069307833909988,0.005449093,0.4455702304840088,-0.00750646973028779,0.2,-0.0022486432804726063,0.00028305430662385335,1280,0.041796875
